---- Graph coloring program ----
N: 500 int
418(C) 237(C) 0
173(C) 8(C) 0
79(C) 136(C) 0
148(C) 115(C) 0
359(C) 248(C) 0
22(C) 20(C) 0
39(C) 435(C) 0
39(C) 192(C) 0
213(C) 16(C) 0
285(C) 371(C) 0
79(C) 383(C) 0
109(C) 122(C) 0
357(C) 154(C) 0
182(C) 53(C) 0
276(C) 239(C) 0
132(C) 245(C) 0
448(C) 430(C) 0
152(C) 31(C) 0
328(C) 431(C) 0
104(C) 41(C) 0
93(C) 179(C) 0
206(C) 126(C) 0
465(C) 431(C) 0
183(C) 282(C) 0
247(C) 357(C) 0
467(C) 94(C) 0
241(C) 96(C) 0
278(C) 419(C) 0
346(C) 332(C) 0
224(C) 298(C) 0
65(C) 55(C) 0
200(C) 476(C) 0
440(C) 403(C) 0
336(C) 195(C) 0
212(C) 292(C) 0
424(C) 18(C) 0
104(C) 60(C) 0
17(C) 3(C) 0
267(C) 494(C) 0
172(C) 482(C) 0
146(C) 307(C) 0
96(C) 23(C) 0
394(C) 281(C) 0
311(C) 113(C) 0
488(C) 247(C) 0
220(C) 21(C) 0
112(C) 452(C) 0
102(C) 238(C) 0
405(C) 72(C) 0
381(C) 251(C) 0
204(C) 334(C) 0
64(C) 453(C) 0
491(C) 71(C) 0
414(C) 270(C) 0
84(C) 260(C) 0
419(C) 387(C) 0
140(C) 34(C) 0
274(C) 370(C) 0
273(C) 353(C) 0
148(C) 469(C) 0
94(C) 238(C) 0
483(C) 85(C) 0
481(C) 459(C) 0
244(C) 496(C) 0
343(C) 188(C) 0
397(C) 198(C) 0
132(C) 277(C) 0
157(C) 423(C) 0
70(C) 470(C) 0
423(C) 280(C) 0
310(C) 379(C) 0
64(C) 171(C) 0
64(C) 366(C) 0
463(C) 79(C) 0
224(C) 50(C) 0
110(C) 115(C) 0
406(C) 304(C) 0
259(C) 42(C) 0
261(C) 386(C) 0
333(C) 213(C) 0
333(C) 256(C) 0
199(C) 387(C) 0
498(C) 160(C) 0
346(C) 401(C) 0
74(C) 70(C) 0
218(C) 399(C) 0
297(C) 192(C) 0
259(C) 449(C) 0
29(C) 346(C) 0
330(C) 468(C) 0
214(C) 160(C) 0
176(C) 368(C) 0
463(C) 361(C) 0
242(C) 314(C) 0
4(C) 174(C) 0
23(C) 114(C) 0
305(C) 151(C) 0
437(C) 400(C) 0
102(C) 459(C) 0
234(C) 42(C) 0
331(C) 364(C) 0
301(C) 145(C) 0
38(C) 355(C) 0
482(C) 184(C) 0
308(C) 118(C) 0
496(C) 318(C) 0
188(C) 369(C) 0
210(C) 352(C) 0
164(C) 54(C) 0
98(C) 363(C) 0
266(C) 239(C) 0
467(C) 118(C) 0
159(C) 343(C) 0
444(C) 496(C) 0
8(C) 195(C) 0
99(C) 118(C) 0
274(C) 398(C) 0
297(C) 366(C) 0
486(C) 221(C) 0
419(C) 52(C) 0
206(C) 97(C) 0
293(C) 160(C) 0
213(C) 412(C) 0
319(C) 11(C) 0
467(C) 26(C) 0
293(C) 72(C) 0
201(C) 50(C) 0
86(C) 385(C) 0
95(C) 154(C) 0
204(C) 387(C) 0
55(C) 52(C) 0
300(C) 92(C) 0
170(C) 158(C) 0
393(C) 121(C) 0
496(C) 357(C) 0
247(C) 399(C) 0
16(C) 25(C) 0
13(C) 380(C) 0
146(C) 469(C) 0
200(C) 447(C) 0
254(C) 313(C) 0
394(C) 195(C) 0
75(C) 130(C) 0
256(C) 374(C) 0
98(C) 373(C) 0
481(C) 474(C) 0
163(C) 10(C) 0
178(C) 31(C) 0
336(C) 70(C) 0
99(C) 239(C) 0
456(C) 280(C) 0
380(C) 218(C) 0
397(C) 482(C) 0
416(C) 391(C) 0
473(C) 315(C) 0
8(C) 181(C) 0
22(C) 139(C) 0
232(C) 202(C) 0
462(C) 420(C) 0
229(C) 369(C) 0
241(C) 422(C) 0
29(C) 4(C) 0
43(C) 197(C) 0
263(C) 462(C) 0
417(C) 109(C) 0
473(C) 180(C) 0
476(C) 360(C) 0
467(C) 244(C) 0
499(C) 67(C) 0
457(C) 277(C) 0
343(C) 50(C) 0
138(C) 256(C) 0
462(C) 435(C) 0
385(C) 314(C) 0
365(C) 417(C) 0
428(C) 243(C) 0
418(C) 15(C) 0
489(C) 118(C) 0
134(C) 327(C) 0
417(C) 219(C) 0
496(C) 255(C) 0
249(C) 122(C) 0
204(C) 389(C) 0
7(C) 69(C) 0
56(C) 245(C) 0
29(C) 192(C) 0
14(C) 28(C) 0
438(C) 300(C) 0
172(C) 55(C) 0
454(C) 93(C) 0
40(C) 251(C) 0
184(C) 282(C) 0
187(C) 404(C) 0
120(C) 329(C) 0
39(C) 348(C) 0
284(C) 202(C) 0
392(C) 15(C) 0
233(C) 368(C) 0
287(C) 216(C) 0
153(C) 216(C) 0
328(C) 480(C) 0
262(C) 59(C) 0
446(C) 352(C) 0
62(C) 296(C) 0
422(C) 54(C) 0
76(C) 315(C) 0
123(C) 402(C) 0
159(C) 470(C) 0
77(C) 103(C) 0
23(C) 183(C) 0
456(C) 357(C) 0
356(C) 318(C) 0
22(C) 119(C) 0
70(C) 399(C) 0
395(C) 223(C) 0
365(C) 118(C) 0
306(C) 83(C) 0
138(C) 43(C) 0
331(C) 94(C) 0
182(C) 142(C) 0
32(C) 369(C) 0
306(C) 393(C) 0
457(C) 165(C) 0
464(C) 201(C) 0
99(C) 124(C) 0
155(C) 151(C) 0
29(C) 33(C) 0
488(C) 472(C) 0
463(C) 71(C) 0
397(C) 82(C) 0
377(C) 249(C) 0
174(C) 386(C) 0
424(C) 436(C) 0
367(C) 348(C) 0
222(C) 350(C) 0
372(C) 239(C) 0
184(C) 48(C) 0
69(C) 316(C) 0
275(C) 168(C) 0
410(C) 382(C) 0
278(C) 21(C) 0
3(C) 296(C) 0
57(C) 230(C) 0
90(C) 229(C) 0
155(C) 43(C) 0
480(C) 202(C) 0
146(C) 197(C) 0
284(C) 192(C) 0
184(C) 112(C) 0
177(C) 358(C) 0
411(C) 468(C) 0
461(C) 135(C) 0
60(C) 431(C) 0
30(C) 174(C) 0
157(C) 387(C) 0
17(C) 153(C) 0
13(C) 470(C) 0
127(C) 201(C) 0
123(C) 271(C) 0
200(C) 386(C) 0
196(C) 81(C) 0
97(C) 290(C) 0
163(C) 198(C) 0
305(C) 436(C) 0
139(C) 291(C) 0
307(C) 386(C) 0
34(C) 263(C) 0
400(C) 431(C) 0
72(C) 391(C) 0
77(C) 41(C) 0
460(C) 370(C) 0
347(C) 448(C) 0
335(C) 342(C) 0
300(C) 373(C) 0
232(C) 280(C) 0
406(C) 73(C) 0
234(C) 398(C) 0
475(C) 129(C) 0
312(C) 417(C) 0
78(C) 41(C) 0
67(C) 253(C) 0
207(C) 382(C) 0
195(C) 167(C) 0
38(C) 25(C) 0
316(C) 99(C) 0
481(C) 328(C) 0
51(C) 246(C) 0
388(C) 73(C) 0
36(C) 225(C) 0
208(C) 315(C) 0
362(C) 373(C) 0
428(C) 119(C) 0
47(C) 190(C) 0
92(C) 295(C) 0
340(C) 268(C) 0
475(C) 474(C) 0
222(C) 368(C) 0
122(C) 435(C) 0
281(C) 89(C) 0
182(C) 154(C) 0
365(C) 95(C) 0
303(C) 10(C) 0
199(C) 415(C) 0
484(C) 112(C) 0
341(C) 79(C) 0
461(C) 28(C) 0
66(C) 8(C) 0
367(C) 55(C) 0
261(C) 179(C) 0
191(C) 415(C) 0
201(C) 302(C) 0
369(C) 230(C) 0
140(C) 121(C) 0
362(C) 211(C) 0
388(C) 61(C) 0
357(C) 192(C) 0
130(C) 425(C) 0
144(C) 52(C) 0
122(C) 353(C) 0
335(C) 69(C) 0
263(C) 314(C) 0
267(C) 210(C) 0
485(C) 145(C) 0
97(C) 353(C) 0
142(C) 85(C) 0
98(C) 72(C) 0
64(C) 329(C) 0
144(C) 417(C) 0
237(C) 233(C) 0
60(C) 358(C) 0
481(C) 253(C) 0
134(C) 295(C) 0
466(C) 211(C) 0
185(C) 186(C) 0
218(C) 196(C) 0
366(C) 247(C) 0
489(C) 215(C) 0
19(C) 465(C) 0
105(C) 141(C) 0
106(C) 129(C) 0
373(C) 219(C) 0
425(C) 139(C) 0
76(C) 343(C) 0
1(C) 307(C) 0
498(C) 130(C) 0
416(C) 201(C) 0
5(C) 215(C) 0
309(C) 2(C) 0
297(C) 352(C) 0
220(C) 315(C) 0
418(C) 316(C) 0
380(C) 431(C) 0
398(C) 139(C) 0
92(C) 179(C) 0
344(C) 352(C) 0
55(C) 343(C) 0
426(C) 485(C) 0
392(C) 447(C) 0
200(C) 425(C) 0
270(C) 88(C) 0
51(C) 247(C) 0
194(C) 500(C) 0
147(C) 205(C) 0
86(C) 358(C) 0
201(C) 228(C) 0
295(C) 107(C) 0
286(C) 411(C) 0
375(C) 136(C) 0
203(C) 360(C) 0
381(C) 54(C) 0
83(C) 107(C) 0
269(C) 442(C) 0
29(C) 379(C) 0
132(C) 112(C) 0
500(C) 407(C) 0
143(C) 302(C) 0
47(C) 69(C) 0
257(C) 434(C) 0
377(C) 96(C) 0
64(C) 49(C) 0
294(C) 121(C) 0
372(C) 121(C) 0
389(C) 162(C) 0
144(C) 484(C) 0
279(C) 287(C) 0
343(C) 249(C) 0
14(C) 40(C) 0
405(C) 202(C) 0
29(C) 272(C) 0
34(C) 230(C) 0
226(C) 221(C) 0
81(C) 374(C) 0
213(C) 80(C) 0
377(C) 486(C) 0
105(C) 444(C) 0
405(C) 371(C) 0
182(C) 371(C) 0
182(C) 329(C) 0
376(C) 85(C) 0
237(C) 494(C) 0
381(C) 321(C) 0
22(C) 180(C) 0
406(C) 247(C) 0
123(C) 25(C) 0
421(C) 248(C) 0
39(C) 115(C) 0
426(C) 184(C) 0
27(C) 21(C) 0
446(C) 227(C) 0
179(C) 165(C) 0
396(C) 1(C) 0
487(C) 473(C) 0
74(C) 369(C) 0
84(C) 64(C) 0
84(C) 28(C) 0
115(C) 272(C) 0
270(C) 290(C) 0
130(C) 25(C) 0
424(C) 318(C) 0
214(C) 107(C) 0
488(C) 211(C) 0
194(C) 439(C) 0
400(C) 195(C) 0
474(C) 496(C) 0
185(C) 293(C) 0
469(C) 387(C) 0
167(C) 291(C) 0
33(C) 192(C) 0
484(C) 326(C) 0
321(C) 470(C) 0
428(C) 156(C) 0
311(C) 345(C) 0
137(C) 462(C) 0
77(C) 215(C) 0
444(C) 450(C) 0
466(C) 224(C) 0
449(C) 218(C) 0
200(C) 361(C) 0
287(C) 357(C) 0
274(C) 479(C) 0
365(C) 123(C) 0
428(C) 258(C) 0
356(C) 436(C) 0
3(C) 315(C) 0
190(C) 239(C) 0
494(C) 10(C) 0
74(C) 276(C) 0
375(C) 270(C) 0
49(C) 243(C) 0
411(C) 151(C) 0
271(C) 139(C) 0
488(C) 216(C) 0
258(C) 48(C) 0
148(C) 455(C) 0
62(C) 390(C) 0
409(C) 52(C) 0
418(C) 43(C) 0
235(C) 348(C) 0
235(C) 117(C) 0
339(C) 354(C) 0
284(C) 399(C) 0
51(C) 230(C) 0
53(C) 88(C) 0
268(C) 152(C) 0
275(C) 383(C) 0
69(C) 431(C) 0
188(C) 482(C) 0
205(C) 420(C) 0
410(C) 402(C) 0
3(C) 61(C) 0
342(C) 119(C) 0
280(C) 379(C) 0
106(C) 371(C) 0
469(C) 435(C) 0
153(C) 368(C) 0
367(C) 115(C) 0
363(C) 285(C) 0
262(C) 498(C) 0
346(C) 272(C) 0
405(C) 302(C) 0
332(C) 239(C) 0
56(C) 97(C) 0
300(C) 342(C) 0
273(C) 80(C) 0
458(C) 386(C) 0
357(C) 197(C) 0
487(C) 201(C) 0
170(C) 95(C) 0
411(C) 37(C) 0
66(C) 423(C) 0
94(C) 344(C) 0
166(C) 322(C) 0
210(C) 338(C) 0
140(C) 298(C) 0
478(C) 354(C) 0
166(C) 306(C) 0
170(C) 163(C) 0
11(C) 89(C) 0
25(C) 116(C) 0
350(C) 89(C) 0
419(C) 307(C) 0
224(C) 353(C) 0
87(C) 326(C) 0
269(C) 100(C) 0
406(C) 368(C) 0
341(C) 143(C) 0
292(C) 451(C) 0
271(C) 253(C) 0
285(C) 117(C) 0
39(C) 264(C) 0
287(C) 354(C) 0
297(C) 43(C) 0
93(C) 127(C) 0
464(C) 213(C) 0
206(C) 88(C) 0
349(C) 167(C) 0
490(C) 499(C) 0
232(C) 357(C) 0
53(C) 12(C) 0
67(C) 77(C) 0
19(C) 89(C) 0
347(C) 445(C) 0
16(C) 88(C) 0
250(C) 4(C) 0
393(C) 386(C) 0
173(C) 12(C) 0
201(C) 204(C) 0
21(C) 229(C) 0
156(C) 112(C) 0
217(C) 174(C) 0
328(C) 290(C) 0
275(C) 497(C) 0
460(C) 43(C) 0
79(C) 482(C) 0
159(C) 178(C) 0
457(C) 162(C) 0
235(C) 290(C) 0
217(C) 29(C) 0
428(C) 325(C) 0
63(C) 279(C) 0
76(C) 333(C) 0
343(C) 440(C) 0
405(C) 31(C) 0
365(C) 436(C) 0
51(C) 261(C) 0
346(C) 334(C) 0
157(C) 216(C) 0
371(C) 220(C) 0
65(C) 409(C) 0
324(C) 327(C) 0
235(C) 380(C) 0
185(C) 426(C) 0
14(C) 374(C) 0
104(C) 343(C) 0
488(C) 425(C) 0
482(C) 413(C) 0
351(C) 201(C) 0
483(C) 202(C) 0
134(C) 59(C) 0
472(C) 149(C) 0
395(C) 205(C) 0
257(C) 211(C) 0
457(C) 132(C) 0
433(C) 25(C) 0
236(C) 313(C) 0
292(C) 298(C) 0
258(C) 307(C) 0
278(C) 249(C) 0
132(C) 118(C) 0
478(C) 23(C) 0
226(C) 179(C) 0
312(C) 225(C) 0
12(C) 296(C) 0
403(C) 307(C) 0
299(C) 383(C) 0
172(C) 80(C) 0
362(C) 82(C) 0
419(C) 198(C) 0
43(C) 112(C) 0
438(C) 405(C) 0
377(C) 373(C) 0
377(C) 81(C) 0
235(C) 248(C) 0
267(C) 16(C) 0
80(C) 216(C) 0
375(C) 432(C) 0
276(C) 235(C) 0
78(C) 122(C) 0
371(C) 253(C) 0
156(C) 107(C) 0
254(C) 361(C) 0
47(C) 169(C) 0
56(C) 18(C) 0
102(C) 186(C) 0
32(C) 397(C) 0
398(C) 494(C) 0
140(C) 193(C) 0
317(C) 66(C) 0
311(C) 336(C) 0
475(C) 149(C) 0
278(C) 273(C) 0
303(C) 224(C) 0
264(C) 327(C) 0
400(C) 394(C) 0
413(C) 451(C) 0
473(C) 403(C) 0
373(C) 321(C) 0
396(C) 258(C) 0
461(C) 99(C) 0
62(C) 149(C) 0
431(C) 128(C) 0
141(C) 87(C) 0
348(C) 446(C) 0
68(C) 195(C) 0
428(C) 141(C) 0
200(C) 332(C) 0
211(C) 443(C) 0
203(C) 348(C) 0
144(C) 28(C) 0
432(C) 350(C) 0
329(C) 26(C) 0
292(C) 95(C) 0
254(C) 111(C) 0
35(C) 321(C) 0
63(C) 343(C) 0
234(C) 138(C) 0
271(C) 218(C) 0
462(C) 315(C) 0
116(C) 89(C) 0
438(C) 396(C) 0
500(C) 434(C) 0
299(C) 124(C) 0
421(C) 471(C) 0
95(C) 334(C) 0
370(C) 350(C) 0
319(C) 366(C) 0
292(C) 444(C) 0
408(C) 283(C) 0
62(C) 192(C) 0
204(C) 470(C) 0
496(C) 314(C) 0
286(C) 450(C) 0
306(C) 164(C) 0
331(C) 258(C) 0
293(C) 403(C) 0
61(C) 323(C) 0
64(C) 447(C) 0
168(C) 497(C) 0
309(C) 118(C) 0
264(C) 374(C) 0
212(C) 494(C) 0
317(C) 477(C) 0
421(C) 494(C) 0
338(C) 71(C) 0
256(C) 150(C) 0
299(C) 221(C) 0
306(C) 115(C) 0
236(C) 161(C) 0
196(C) 145(C) 0
249(C) 323(C) 0
379(C) 227(C) 0
159(C) 361(C) 0
486(C) 333(C) 0
486(C) 262(C) 0
125(C) 209(C) 0
218(C) 6(C) 0
378(C) 441(C) 0
69(C) 308(C) 0
221(C) 405(C) 0
220(C) 225(C) 0
176(C) 168(C) 0
301(C) 462(C) 0
3(C) 143(C) 0
188(C) 149(C) 0
309(C) 152(C) 0
9(C) 468(C) 0
200(C) 70(C) 0
12(C) 179(C) 0
238(C) 361(C) 0
395(C) 110(C) 0
14(C) 243(C) 0
496(C) 385(C) 0
378(C) 69(C) 0
18(C) 156(C) 0
166(C) 224(C) 0
214(C) 377(C) 0
104(C) 117(C) 0
174(C) 435(C) 0
269(C) 455(C) 0
481(C) 486(C) 0
456(C) 425(C) 0
5(C) 89(C) 0
439(C) 44(C) 0
102(C) 136(C) 0
244(C) 156(C) 0
113(C) 193(C) 0
287(C) 305(C) 0
9(C) 416(C) 0
444(C) 75(C) 0
423(C) 342(C) 0
58(C) 78(C) 0
36(C) 446(C) 0
261(C) 252(C) 0
330(C) 169(C) 0
481(C) 209(C) 0
173(C) 256(C) 0
271(C) 283(C) 0
94(C) 402(C) 0
282(C) 101(C) 0
76(C) 440(C) 0
163(C) 436(C) 0
79(C) 80(C) 0
94(C) 220(C) 0
469(C) 44(C) 0
243(C) 192(C) 0
276(C) 243(C) 0
78(C) 263(C) 0
301(C) 383(C) 0
96(C) 106(C) 0
70(C) 468(C) 0
106(C) 458(C) 0
94(C) 62(C) 0
45(C) 210(C) 0
473(C) 420(C) 0
137(C) 92(C) 0
55(C) 348(C) 0
394(C) 430(C) 0
172(C) 430(C) 0
367(C) 343(C) 0
348(C) 322(C) 0
57(C) 344(C) 0
428(C) 419(C) 0
339(C) 89(C) 0
444(C) 224(C) 0
226(C) 272(C) 0
305(C) 219(C) 0
139(C) 10(C) 0
104(C) 54(C) 0
203(C) 173(C) 0
123(C) 34(C) 0
19(C) 71(C) 0
491(C) 369(C) 0
172(C) 237(C) 0
356(C) 383(C) 0
463(C) 455(C) 0
398(C) 485(C) 0
381(C) 216(C) 0
418(C) 62(C) 0
69(C) 470(C) 0
147(C) 8(C) 0
95(C) 360(C) 0
354(C) 48(C) 0
29(C) 409(C) 0
30(C) 334(C) 0
477(C) 20(C) 0
84(C) 188(C) 0
64(C) 77(C) 0
79(C) 135(C) 0
144(C) 169(C) 0
422(C) 470(C) 0
381(C) 458(C) 0
306(C) 416(C) 0
441(C) 327(C) 0
424(C) 339(C) 0
376(C) 122(C) 0
473(C) 129(C) 0
94(C) 407(C) 0
488(C) 94(C) 0
40(C) 327(C) 0
270(C) 318(C) 0
187(C) 331(C) 0
437(C) 53(C) 0
240(C) 412(C) 0
419(C) 116(C) 0
375(C) 177(C) 0
464(C) 73(C) 0
140(C) 205(C) 0
416(C) 16(C) 0
464(C) 117(C) 0
468(C) 436(C) 0
144(C) 304(C) 0
500(C) 313(C) 0
346(C) 373(C) 0
54(C) 183(C) 0
139(C) 280(C) 0
303(C) 343(C) 0
187(C) 354(C) 0
487(C) 414(C) 0
328(C) 113(C) 0
306(C) 488(C) 0
306(C) 124(C) 0
167(C) 435(C) 0
240(C) 193(C) 0
34(C) 68(C) 0
333(C) 2(C) 0
382(C) 412(C) 0
115(C) 391(C) 0
421(C) 43(C) 0
240(C) 430(C) 0
486(C) 399(C) 0
222(C) 304(C) 0
116(C) 352(C) 0
90(C) 443(C) 0
269(C) 254(C) 0
410(C) 289(C) 0
11(C) 380(C) 0
349(C) 73(C) 0
335(C) 242(C) 0
300(C) 31(C) 0
244(C) 472(C) 0
19(C) 304(C) 0
421(C) 126(C) 0
292(C) 473(C) 0
345(C) 462(C) 0
102(C) 386(C) 0
406(C) 194(C) 0
271(C) 60(C) 0
40(C) 361(C) 0
366(C) 89(C) 0
419(C) 157(C) 0
39(C) 344(C) 0
95(C) 169(C) 0
480(C) 144(C) 0
348(C) 334(C) 0
232(C) 491(C) 0
271(C) 256(C) 0
301(C) 136(C) 0
431(C) 290(C) 0
256(C) 321(C) 0
375(C) 244(C) 0
104(C) 256(C) 0
61(C) 357(C) 0
315(C) 452(C) 0
82(C) 80(C) 0
396(C) 302(C) 0
250(C) 36(C) 0
38(C) 500(C) 0
492(C) 183(C) 0
198(C) 307(C) 0
245(C) 192(C) 0
170(C) 475(C) 0
320(C) 87(C) 0
23(C) 359(C) 0
495(C) 71(C) 0
93(C) 433(C) 0
381(C) 439(C) 0
223(C) 383(C) 0
337(C) 249(C) 0
325(C) 399(C) 0
422(C) 183(C) 0
45(C) 384(C) 0
271(C) 237(C) 0
335(C) 104(C) 0
480(C) 180(C) 0
413(C) 26(C) 0
181(C) 450(C) 0
436(C) 48(C) 0
191(C) 425(C) 0
204(C) 15(C) 0
310(C) 25(C) 0
74(C) 107(C) 0
252(C) 330(C) 0
312(C) 81(C) 0
298(C) 353(C) 0
218(C) 135(C) 0
177(C) 175(C) 0
181(C) 42(C) 0
363(C) 282(C) 0
480(C) 71(C) 0
356(C) 431(C) 0
432(C) 10(C) 0
465(C) 288(C) 0
250(C) 338(C) 0
200(C) 302(C) 0
313(C) 33(C) 0
286(C) 371(C) 0
51(C) 371(C) 0
339(C) 277(C) 0
220(C) 165(C) 0
253(C) 315(C) 0
137(C) 318(C) 0
359(C) 361(C) 0
319(C) 2(C) 0
303(C) 154(C) 0
500(C) 476(C) 0
311(C) 196(C) 0
311(C) 325(C) 0
181(C) 434(C) 0
312(C) 282(C) 0
394(C) 447(C) 0
153(C) 151(C) 0
300(C) 435(C) 0
236(C) 436(C) 0
67(C) 210(C) 0
293(C) 334(C) 0
221(C) 197(C) 0
183(C) 114(C) 0
396(C) 291(C) 0
122(C) 202(C) 0
11(C) 43(C) 0
406(C) 460(C) 0
30(C) 281(C) 0
359(C) 126(C) 0
7(C) 368(C) 0
56(C) 394(C) 0
279(C) 229(C) 0
66(C) 329(C) 0
482(C) 229(C) 0
17(C) 444(C) 0
132(C) 129(C) 0
147(C) 404(C) 0
86(C) 31(C) 0
439(C) 83(C) 0
279(C) 189(C) 0
125(C) 118(C) 0
483(C) 497(C) 0
153(C) 88(C) 0
453(C) 355(C) 0
67(C) 419(C) 0
422(C) 40(C) 0
166(C) 111(C) 0
76(C) 247(C) 0
47(C) 475(C) 0
123(C) 190(C) 0
480(C) 126(C) 0
59(C) 198(C) 0
224(C) 476(C) 0
299(C) 80(C) 0
141(C) 5(C) 0
194(C) 495(C) 0
175(C) 314(C) 0
375(C) 193(C) 0
297(C) 298(C) 0
478(C) 364(C) 0
262(C) 413(C) 0
210(C) 379(C) 0
222(C) 469(C) 0
238(C) 360(C) 0
335(C) 122(C) 0
236(C) 486(C) 0
341(C) 57(C) 0
67(C) 474(C) 0
486(C) 80(C) 0
29(C) 420(C) 0
429(C) 149(C) 0
396(C) 181(C) 0
376(C) 232(C) 0
29(C) 495(C) 0
422(C) 210(C) 0
348(C) 153(C) 0
393(C) 291(C) 0
261(C) 136(C) 0
461(C) 38(C) 0
441(C) 493(C) 0
485(C) 73(C) 0
103(C) 42(C) 0
112(C) 448(C) 0
214(C) 381(C) 0
141(C) 433(C) 0
416(C) 440(C) 0
61(C) 314(C) 0
206(C) 220(C) 0
373(C) 180(C) 0
140(C) 269(C) 0
76(C) 228(C) 0
453(C) 193(C) 0
325(C) 400(C) 0
79(C) 14(C) 0
286(C) 456(C) 0
347(C) 134(C) 0
76(C) 262(C) 0
322(C) 20(C) 0
481(C) 400(C) 0
98(C) 57(C) 0
382(C) 401(C) 0
310(C) 464(C) 0
208(C) 163(C) 0
257(C) 180(C) 0
408(C) 227(C) 0
147(C) 174(C) 0
140(C) 229(C) 0
297(C) 35(C) 0
456(C) 210(C) 0
77(C) 324(C) 0
189(C) 6(C) 0
393(C) 75(C) 0
283(C) 165(C) 0
311(C) 348(C) 0
47(C) 490(C) 0
58(C) 479(C) 0
176(C) 43(C) 0
93(C) 95(C) 0
351(C) 386(C) 0
140(C) 79(C) 0
347(C) 354(C) 0
7(C) 429(C) 0
194(C) 68(C) 0
95(C) 190(C) 0
462(C) 408(C) 0
125(C) 399(C) 0
494(C) 91(C) 0
408(C) 205(C) 0
187(C) 483(C) 0
64(C) 423(C) 0
378(C) 135(C) 0
236(C) 110(C) 0
500(C) 448(C) 0
316(C) 390(C) 0
182(C) 388(C) 0
292(C) 193(C) 0
299(C) 385(C) 0
319(C) 153(C) 0
337(C) 210(C) 0
55(C) 256(C) 0
480(C) 146(C) 0
199(C) 37(C) 0
419(C) 136(C) 0
487(C) 129(C) 0
454(C) 62(C) 0
463(C) 168(C) 0
59(C) 50(C) 0
433(C) 50(C) 0
265(C) 278(C) 0
325(C) 301(C) 0
268(C) 360(C) 0
300(C) 273(C) 0
120(C) 420(C) 0
104(C) 252(C) 0
132(C) 477(C) 0
177(C) 126(C) 0
475(C) 261(C) 0
86(C) 28(C) 0
103(C) 483(C) 0
462(C) 157(C) 0
346(C) 430(C) 0
327(C) 151(C) 0
487(C) 114(C) 0
93(C) 334(C) 0
285(C) 91(C) 0
463(C) 8(C) 0
440(C) 248(C) 0
140(C) 342(C) 0
36(C) 353(C) 0
221(C) 5(C) 0
135(C) 162(C) 0
307(C) 121(C) 0
166(C) 141(C) 0
78(C) 165(C) 0
132(C) 72(C) 0
245(C) 383(C) 0
205(C) 302(C) 0
138(C) 314(C) 0
474(C) 430(C) 0
293(C) 332(C) 0
18(C) 339(C) 0
47(C) 238(C) 0
409(C) 314(C) 0
232(C) 283(C) 0
439(C) 389(C) 0
121(C) 314(C) 0
274(C) 472(C) 0
306(C) 33(C) 0
113(C) 409(C) 0
81(C) 117(C) 0
100(C) 56(C) 0
398(C) 189(C) 0
221(C) 256(C) 0
483(C) 122(C) 0
23(C) 175(C) 0
196(C) 201(C) 0
496(C) 110(C) 0
310(C) 335(C) 0
187(C) 298(C) 0
337(C) 436(C) 0
285(C) 73(C) 0
141(C) 119(C) 0
8(C) 165(C) 0
103(C) 403(C) 0
396(C) 202(C) 0
236(C) 218(C) 0
417(C) 111(C) 0
327(C) 227(C) 0
320(C) 414(C) 0
65(C) 124(C) 0
97(C) 228(C) 0
481(C) 20(C) 0
172(C) 376(C) 0
428(C) 89(C) 0
300(C) 2(C) 0
376(C) 271(C) 0
275(C) 410(C) 0
231(C) 419(C) 0
199(C) 318(C) 0
115(C) 211(C) 0
406(C) 451(C) 0
294(C) 283(C) 0
471(C) 398(C) 0
384(C) 379(C) 0
440(C) 318(C) 0
52(C) 495(C) 0
120(C) 78(C) 0
293(C) 462(C) 0
203(C) 354(C) 0
236(C) 174(C) 0
301(C) 124(C) 0
273(C) 374(C) 0
359(C) 483(C) 0
213(C) 26(C) 0
212(C) 184(C) 0
7(C) 489(C) 0
475(C) 302(C) 0
345(C) 273(C) 0
355(C) 177(C) 0
257(C) 36(C) 0
276(C) 230(C) 0
254(C) 420(C) 0
56(C) 263(C) 0
421(C) 81(C) 0
460(C) 101(C) 0
34(C) 446(C) 0
288(C) 6(C) 0
41(C) 209(C) 0
45(C) 132(C) 0
214(C) 418(C) 0
456(C) 260(C) 0
313(C) 304(C) 0
97(C) 10(C) 0
486(C) 483(C) 0
194(C) 156(C) 0
328(C) 491(C) 0
341(C) 336(C) 0
66(C) 366(C) 0
274(C) 221(C) 0
496(C) 455(C) 0
435(C) 369(C) 0
340(C) 483(C) 0
203(C) 330(C) 0
460(C) 10(C) 0
461(C) 322(C) 0
476(C) 399(C) 0
161(C) 379(C) 0
131(C) 126(C) 0
123(C) 389(C) 0
294(C) 240(C) 0
79(C) 290(C) 0
109(C) 158(C) 0
370(C) 247(C) 0
410(C) 155(C) 0
499(C) 94(C) 0
125(C) 70(C) 0
147(C) 152(C) 0
446(C) 16(C) 0
254(C) 136(C) 0
395(C) 270(C) 0
134(C) 420(C) 0
482(C) 142(C) 0
392(C) 106(C) 0
400(C) 101(C) 0
417(C) 497(C) 0
150(C) 41(C) 0
181(C) 427(C) 0
223(C) 288(C) 0
84(C) 479(C) 0
490(C) 348(C) 0
232(C) 295(C) 0
